"","Condition","List","GenderRating","Name","Prompt","He","She","Other","Response","Likeable","Accomplished","Important","SubjID","SubjGenderMale"
"3660","last","2B",4.34,"Riley Campbell","athlete",1,0,0,"he is competitive so would love to win but he also runs for the joy of it so however it plays out is okay with him.",2,1,1,"Exp3_P809",0
"3661","last","2B",2.41,"Tommie Hill","meals",1,0,0,"word has spread about his mission and people are searching him out to volunteer their time.",1,1,1,"Exp3_P809",0
"3662","last","3C",6.24,"Ashley Green","album",0,1,0,"She hopes her fans will love the rest of the album just as much.",2,1,4,"Exp3_P722",0
"3663","last","3C",2.61,"Emerson Baker","animals",0,0,1,"The organization received support from the county and helped with homeless cats and kittens and grew the TNR program.",1,2,1,"Exp3_P722",0
"3664","last","3C",6.82,"Emily Brooks","politics",0,1,0,"She reached out to community members in a follow-up letter stating her election goals.",3,1,2,"Exp3_P722",0
"3665","last","3C",5.34,"Jackie Walker","book",0,1,0,"She received another offer by her publisher to write another book.",1,1,3,"Exp3_P722",0
"3666","last","3C",1.28,"James White","athlete",1,0,0,"If he can stay injury-free he has a very real possibility of winning the medals.",2,1,3,"Exp3_P722",0
"3667","last","3C",4.39,"Jessie Turner","science",0,0,1,"Then went on to discuss the remaining parts of the study which will track the children as they grow older.",1,1,2,"Exp3_P722",0
"3668","last","3C",3.87,"Reese Campbell","meals",0,1,0,"She has even more awareness of the need in the community for this event and other events that will make an even larger impact.",1,2,1,"Exp3_P722",0
"3669","last","3A",2.12,"Chris Young","politics",1,0,0,"his campaign received over $5000 in new donations.",5,4,4,"Exp3_P648",1
"3670","last","3A",5.59,"Jodie Cooper","athlete",1,0,0,"he is not only prepared but finds the challenge mentally and physically part of his spiritual soul.",4,6,3,"Exp3_P648",1
"3671","last","3A",4.73,"Kerry Bell","animals",0,0,1,"the adoption rate has not only increased but the number of felines euthanized at local shelters has dropped dramatically. ",5,5,3,"Exp3_P648",1
"3672","last","3A",6.73,"Mary Collins","album",0,1,0,"the making of the album was special to her as it helps her reunite in many ways with the parents she lost early in her childhood.",5,5,4,"Exp3_P648",1
"3673","last","3A",1.21,"Matthew Brown","science",1,0,0,"he received a grant from the U.S. Department of Education to expand and carry on the project.",4,5,2,"Exp3_P648",1
"3674","last","3A",3.61,"Stevie Ward","meals",0,0,1,"overall donations to these groups have increased not just during the holiday season but throughout the year.",3,3,2,"Exp3_P648",1
"3675","last","3A",4.22,"Taylor Miller","book",1,0,0,"he has begun working part-time so he can concentrate more on his writing.",4,3,4,"Exp3_P648",1
"3676","last","3A",2.12,"Chris Young","politics",1,0,0,"that has attracted 500 community members. He is getting a lot to attention after a slow attendance before. They are looking forward to a lot of good things ahead with Young! Although a incoming competitor is trying to win people are really wanting Young to win! ",1,1,1,"Exp3_P796",0
"3677","last","3A",5.59,"Jodie Cooper","athlete",1,0,0,"With his high stamina for the season there is a good chance I will win those metals. The bar is high with a new record! I have no injury and feeling great! Winning 6 first place metals in one season give me high hopes.",1,1,1,"Exp3_P796",0
"3678","last","3A",4.73,"Kerry Bell","animals",0,0,1,"they have adopted over 400 animals this season. They have also spayed and neutered 150 strays. This has helped with the feral cat colonies.. They will need help with volunteers and donations throughout the season. They will appreciate all the support they can get!",1,1,1,"Exp3_P796",0
"3679","last","3A",6.73,"Mary Collins","album",0,0,1,"it has become a hit and is a staple at most radio stations!  This new album has outstanding reviews as well as my tour.  The tour has sold out in some of the locations and will be running for ten weeks. After the tour I plan on recording more songs for my fourth album.",1,1,1,"Exp3_P796",0
"3680","last","3A",1.21,"Matthew Brown","science",0,0,1,"I plan on following the children for several years and learn more about their math skills as they get older. I will ask them more questions and see how their brain activity is. The neuroimaging studies are very interesting. This will help with the development of math studies as they get older.",1,1,1,"Exp3_P796",0
"3681","last","3A",3.61,"Stevie Ward","meals",1,0,0,"he has tried to help with the holiday season. For Thanksgiving he has helped with 200 meals for the shelter . It is difficult for some people who do not have a supportive family or stable housing and really appreciate these meals. He tries to keep this old tradition alive. He will be accepting donations before and after Thanksgiving for the Christmas dinner. All types of volunteering is needed!",1,1,1,"Exp3_P796",0
"3682","last","3A",4.22,"Taylor Miller","book",0,1,0,"it has been on the New York Times bestseller for the third week. It was her debut novel and she was a first time author after spending fifteen years in retail. This is great accomplishment and wrote an interesting read on pathways to take and not to take in our lives. ",1,1,1,"Exp3_P796",0
"3683","last","2C",6.24,"Ashley Walker","science",0,1,0,"Walker has decided that it is easy enough to beging scanning the brains of young children at a young age and follow them through their lives as they progress academically. As a result she is going to follow their progess in math as they proceed through school to see how they grow and learn.",1,2,2,"Exp3_P517",0
"3684","last","2C",2.61,"Emerson Green","athlete",1,0,0,"he plans to work just as hard if not harder to do his best. I am still feeling lucky that I have no injuries. I feel I owe it to myself and those that support me to go out any try to win medals again. In the next races that I participate in I have high hopes that I might be able to even break some of my own records for time. Doing so will make me feel like I have really challenged myself.",1,1,3,"Exp3_P517",0
"3685","last","2C",6.82,"Emily Baker","animals",0,1,0,"she made it a point to help the animal population especially the cat population. She felt the need was very stron to help because the cats mostly feral seem to multiply in large numbers. As a result of their large population the cats caus havoc on the local ecosystems. Many of the animals find their way to the shelter and need to find homes. Baker has implemented catch-neuter-release cages that sllow the shelter to neuter the animals to reducue reproduction rates. The overall effect has had a positive impace on the area.",1,1,2,"Exp3_P517",0
"3686","last","2C",5.34,"Jackie White","meals",0,0,1,"there has been a lot of work done to make sure that meals and companionship have been provided for those going through a rough patch in their lives. Some have not got the resources to plan a holiday meal while others do not have anyone to spend the holiday with as a result of bringing these groups together a bond hasd been formed. White is currently seeking additional help to provide transportation to the individuals and to also help with things like cleaning up post-event.",1,1,2,"Exp3_P517",0
"3687","last","2C",1.28,"James Miller","politics",0,0,1,"Miller found out that there was support from a large population of supporters. The supporters are not only from the same party but also along other party lines. The town is hopeful for change.",1,1,1,"Exp3_P517",0
"3688","last","2C",4.39,"Jessie Cook","book",0,0,1,"has spoken about the doorways that lead us through life and how at each of these points in life people are forced to take different doorways to their futures. Cooks talks about the perils of the ways taken vs. the ways not taken. Cook plans to continue to write about the different doorways.",2,2,3,"Exp3_P517",0
"3689","last","2C",3.87,"Reese Parker","album",0,0,1,"the idea is to continue to write more songs for another album. This will be a continuation of the work that is currently being performed on tour.",3,3,3,"Exp3_P517",0
"3690","last","3A",2.12,"Chris Young","politics",1,0,0,"he continued to mingle with the audience and members of the press. Attendees were impressed with his candid yet caring demeanor and earnestness. He held some short interviews with various news agencies including smaller web based ones. This continued well into the night until he eventually got into his car and moved on to prepare for his next venue in the state.",4,3,3,"Exp3_P638",1
"3691","last","3A",5.59,"Jodie Cooper","athlete",0,1,0,"she is just trying to continue forward while there is still time and energy left in her. She tries not to think too hard about it so as to not mess up her luck or succumb to pride. She has already come further than many before her and is thankful to the opportunities she has been given.",2,1,2,"Exp3_P638",1
"3692","last","3A",4.73,"Kerry Bell","animals",0,1,0,"she has saved countless cats but still feels there is more to be done. We have a responsibility to these animals she said. There is so much more to do but I am proud of what we have accomplished and the animals we saved.",2,2,2,"Exp3_P638",1
"3693","last","3A",6.73,"Mary Collins","album",0,0,1,"I am proud to have made it after so much work. Many musicians never achieve this kind of success and the ones that do have a hard time staying in the spotlight. I have already achieved more than I ever imagined when I started this but hopefully we can keep going.",2,2,3,"Exp3_P638",1
"3694","last","3A",1.21,"Matthew Brown","science",1,0,0,"he expressed hope that his research can help us learn more about how children learn and hopefully improve our schools. We often worry that we are failing our children in school he said but with this research maybe we can help understand them more and provide them an education they deserve.",4,3,3,"Exp3_P638",1
"3695","last","3A",3.61,"Stevie Ward","meals",1,0,0,"he often gets to meet the people he has been helping first hand. These people have become like family to me he said. There is always more work to be done but so long as I am here I will make sure none of them go home hungry for Thanksgiving.",2,3,2,"Exp3_P638",1
"3696","last","3A",4.22,"Taylor Miller","book",1,0,0,"he plans to begin work immediately on his next book. This is just the beginning he said. I got my big break and I hope my example encourages others to put themselves out there and attempt to achieve their dreams themselves.",4,3,4,"Exp3_P638",1
"3697","last","1A",2.12,"Chris Miller","science",1,0,0,"He found out that about 4 out of 5 of the kids were able to figure out some of the math in the study. Miller was pleased to see how the study worked out.",2,1,1,"Exp3_P914",1
"3698","last","1A",5.59,"Jodie Parker","book",0,1,0,"It had a lot of reviews from critics saying it's one of the best books she wrote and it was even better than the previous books. Parker was happy to see that her latest book was a success and would continue writing more.",2,1,1,"Exp3_P914",1
"3699","last","1A",4.73,"Kerry Baker","album",0,1,0,"It was one the best things she written and played out as it made her think of the inspiration of the song. Baker also says that it helps her motivated to write more songs in the next album.",1,1,1,"Exp3_P914",1
"3700","last","1A",6.73,"Mary Cooper","athlete",0,1,0,"no matter what happens in the future she will not back down on any challenge that will be hard. She will keep on going to be the best at running for later events.",1,1,1,"Exp3_P914",1
"3701","last","1A",1.21,"Matthew Smith","animals",1,0,0,"There had been more cats and kittens for adoptions and it helped out giving the felines better homes to reside. He feels very proud that many of the felines were able to live better and hopes that the organization will keep thriving.",1,1,1,"Exp3_P914",1
"3702","last","1A",3.61,"Stevie White","politics",1,0,0,"He did his best to help out the members to help out his town and tried to make it strive very well. White plans to keep the town more cheerful than ever.",1,1,1,"Exp3_P914",1
"3703","last","1A",4.22,"Taylor Wright","meals",1,0,0,"He was able to multitask a lot of busy jobs helping out families that needed the most for the holiday season. Wright was able to get everything done on time with the help of the other members.",1,1,1,"Exp3_P914",1
"3704","last","2B",5.22,"Blair Young","animals",1,0,0,"he was initially overwhelmed with the situation of feral cats breeding. The challenges seemed insurmountable but he is cautiously optimistic today. Young believes the trap-neuter-release program will successfully lower the number of feral cat populations in the region.",1,3,3,"Exp3_P662",1
"3705","last","2B",1.24,"Brian Wright","science",1,0,0,"he revealed a more personal side of himself making jokes about his family and his semi-professional dabbling in chess. Wright also discussed his long-term plans for additional research and his sometimes eccentric hobbies hobbies that revealed a much more complex version of Professor Wright.  ",1,2,1,"Exp3_P662",1
"3706","last","2B",5.86,"Elisha Bell","book",0,1,0,"she soon found herself to be the subject of undue attention. Her previous life had been strenuous and anticlimactic. The sudden publicity came as a surprise and caused her to withdraw from the public light. While relishing her new role as a published author Bell felt the need to withdraw from her own doorway -- spending a great deal of time at her private camp in the mountains. Bell is optimistic though. Her life new life is adjusting well and she has a second book in the works. ",2,3,3,"Exp3_P662",1
"3707","last","2B",3.75,"Quinn Brooks","politics",1,0,0,"He headed to a BBQ party being thrown by his local supporters. Brooks was soon descended on by local media but the ever charismatic Brooks handled the press in stride. Despite his underdog status Brooks manages to hang on to his moment of fame as people throng to his message of hope.",1,4,4,"Exp3_P662",1
"3708","last","2B",6.78,"Rebecca King","album",0,1,0,"she always expected to do well. I always knew I was destined for greatness King said Ever since I was a little girl adding I would borrow my Daddy's karaoke machine and spend hours singing'. King adds I've always wanted to do this -- to be myself -- to be on fire.",1,3,3,"Exp3_P662",1
"3709","last","2B",4.34,"Riley Campbell","athlete",0,0,1,"I plan to make it happen. I've never been a quitter and the pain just makes me stronger through this. Campbells adds Frankly I look forward to the challenge. It is gonna happen.",1,2,3,"Exp3_P662",1
"3710","last","2B",2.41,"Tommie Hill","meals",1,0,0,"He has been excited to see the lives changed. The position has not been without its discouragements but Hill is excited to see the progress that has developed overtime. Hill says I've wanted to be part of something big like this my whole life adding I couldn't be more grateful to be here -- present -- in this moment.",2,3,4,"Exp3_P662",1
"3711","last","3C",6.24,"Ashley Green","album",0,1,0,"while she knew the song was a potential hit she was excited that it had been received with such acceptance and popularity.",1,1,1,"Exp3_P676",0
"3712","last","3C",2.61,"Emerson Baker","animals",1,0,0,"he committed himself to trying to de-escalate or at least manage the ever-growing issue of extreme growth of cats in the community. ",1,1,1,"Exp3_P676",0
"3713","last","3C",6.82,"Emily Brooks","politics",0,1,0,"she continued to welcome overwhelming support by meeting with locals to talk about the issues having campaign lunches with attendees from all walks of life and going door to door to show that she cares just as much as her campaign represents.",1,1,1,"Exp3_P676",0
"3714","last","3C",5.34,"Jackie Walker","book",0,1,0,"she continued working in retail and developing another novel.",1,1,1,"Exp3_P676",0
"3715","last","3C",1.28,"James White","athlete",1,0,0,"he will continue to push his body while also taking care of himself but he will never stop trying to break each record for even more wins.",1,1,1,"Exp3_P676",0
"3716","last","3C",4.39,"Jessie Turner","science",1,0,0,"he was even more compelled to continue study and research into early interventions in math and possibly other subjects.",1,1,1,"Exp3_P676",0
"3717","last","3C",3.87,"Reese Campbell","meals",0,1,0,"she knows where there is the most need and why these individuals benefit from simple shows of kindness; maybe it's just a meal to others but these meals serve a greater service and connection to those who need the loving and caring support the most.",1,1,1,"Exp3_P676",0
"3718","last","1A",2.12,"Chris Miller","science",1,0,0,"he analyzed the results of the neuroimaging done on the students and compared them to each other and prepared hypothesis for the growth and development of each child. ",5,5,4,"Exp3_P432",NA
"3719","last","1A",5.59,"Jodie Parker","book",0,1,0,"she focused more on her writing with the sweet relief that she no longer had to work in retail. ",5,4,4,"Exp3_P432",NA
"3720","last","1A",4.73,"Kerry Baker","album",0,1,0,"it has re-inspired her and she is eager to work on the next album for her fans.",5,5,5,"Exp3_P432",NA
"3721","last","1A",6.73,"Mary Cooper","athlete",0,1,0,"she will try her hardest to maintain her training regiment. ",4,5,4,"Exp3_P432",NA
"3722","last","1A",1.21,"Matthew Smith","animals",0,0,1,"the amount of feral cats has declined substantially and the amount of diseases in animals has declined as well. It has also reduced the amount of kittens and cats remaining in shelters throughout the city. ",5,5,5,"Exp3_P432",NA
"3723","last","1A",3.61,"Stevie White","politics",1,0,0,"he remained to talk to voters focusing on each individual and noting all issues that were brought up. ",5,5,5,"Exp3_P432",NA
"3724","last","1A",4.22,"Taylor Wright","meals",1,0,0,"there has been an increase in interest in volunteering. With his good deeds he has sparked a chain reaction of other people taking initiative and going out to complete good deeds as well. ",6,6,6,"Exp3_P432",NA
"3725","last","1C",6.24,"Ashley Cook","book",0,1,0,"When asked if she plans to leave retail and write full-time Cook replied Ultimately that is my goal but it will take more than one successful book to realize that dream.",1,1,3,"Exp3_P738",0
"3726","last","1C",2.61,"Emerson Moore","meals",1,0,0,"He learned that people who are struggling financially typically face hunger issues especially families with children.",1,4,4,"Exp3_P738",0
"3727","last","1C",6.82,"Emily Ward","album",0,0,1,"It took off like magic and I can't be happier or feel more blessed by this amazing success.",2,2,4,"Exp3_P738",0
"3728","last","1C",5.34,"Jackie Turner","animals",0,1,0,"she has faced more challenges than she expected in confronting the reality of careless pet owners and general apathy among people who don't seem to be concerned about the spay-neuter issues that contribute to overpopulation of feral colonies.",1,2,6,"Exp3_P738",0
"3729","last","1C",1.28,"James Green","science",1,0,0,"he added that this study is the first time quality imaging has been possible but it will take several years to collect the necessary data to make any valid conclusions.",4,1,1,"Exp3_P738",0
"3730","last","1C",4.39,"Jessie Brooks","athlete",0,0,1,"I am very conscious of my limitations and I pay close attention to my body to avoid pushing myself past the point of no-return. I will stop it necessary.",1,1,4,"Exp3_P738",0
"3731","last","1C",3.87,"Reese King","politics",1,0,0,"he mingled with the attendees answering questions and posing for photos for the press as well as personal snapshots.",1,1,2,"Exp3_P738",0
"3732","last","2A",2.12,"Chris Collins","meals",0,0,1,"your donation of food or volunteering will greatly help local shelters and non-profit organizations.",1,4,2,"Exp3_P610",0
"3733","last","2A",5.59,"Jodie Ward","animals",0,1,0,"she has successfully rescued and prepared them for adoptions over 2000 cats.",1,1,1,"Exp3_P610",0
"3734","last","2A",4.73,"Kerry Moore","book",0,1,0,"she has received a lot of positive feedback about the book from readers.",1,1,1,"Exp3_P610",0
"3735","last","2A",6.73,"Mary Brown","politics",0,0,1,"the campaign has been growing stronger in multiple key demographics.",1,1,1,"Exp3_P610",0
"3736","last","2A",1.21,"Matthew Turner","album",1,0,0,"the success of the album has really motivated him to make more new music for the fans.",1,1,1,"Exp3_P610",0
"3737","last","2A",3.61,"Stevie Cooper","science",0,0,1,"researchers are very excited to see the long-term results from Cooper's longitude study on the same study participants.",1,1,1,"Exp3_P610",0
"3738","last","2A",4.22,"Taylor Smith","athlete",1,0,0,"he is feeling really good and very hopeful for continued success before the season ends.",1,1,1,"Exp3_P610",0
"3739","last","3A",2.12,"Chris Young","politics",0,0,1,"Many attendees had questions to ask.",4,5,3,"Exp3_P527",1
"3740","last","3A",5.59,"Jodie Cooper","athlete",0,0,1,"They will give their best effort.",3,2,3,"Exp3_P527",1
"3741","last","3A",4.73,"Kerry Bell","animals",0,0,1,"A positive impact was made on the local cat population.",3,3,2,"Exp3_P527",1
"3742","last","3A",6.73,"Mary Collins","album",0,0,1,"They are very proud of the success.",3,2,3,"Exp3_P527",1
"3743","last","3A",1.21,"Matthew Brown","science",0,0,1,"Questions were asked by reporters.",4,2,2,"Exp3_P527",1
"3744","last","3A",3.61,"Stevie Ward","meals",0,0,1,"They have seen positive changes in the community.",3,4,3,"Exp3_P527",1
"3745","last","3A",4.22,"Taylor Miller","book",0,0,1,"A great sense of relief was felt.",4,4,4,"Exp3_P527",1
"3746","last","2B",5.22,"Blair Young","animals",0,1,0,"miss young found her soulmate and got married to the most wonderful woman in the world.",4,3,1,"Exp3_P479",1
"3747","last","2B",1.24,"Brian Wright","science",1,0,0,"he had to leave abruptly for an appointment with his hypnotist.",4,4,1,"Exp3_P479",1
"3748","last","2B",5.86,"Elisha Bell","book",0,1,0,"she went through a much publicized divorce and had to give most of her earnings to a lawyer and an ex-husband.",1,1,1,"Exp3_P479",1
"3749","last","2B",3.75,"Quinn Brooks","politics",1,0,0,"he hosted a pizza party for all comers at the local pizzeria.",4,4,4,"Exp3_P479",1
"3750","last","2B",6.78,"Rebecca King","album",0,1,0,"she owes all of her success to her father who paid for piano lessons.",4,1,1,"Exp3_P479",1
"3751","last","2B",4.34,"Riley Campbell","athlete",0,0,1,"my therapist assures me that my head will not get too big after beating everyone.",1,1,1,"Exp3_P479",1
"3752","last","2B",2.41,"Tommie Hill","meals",1,0,0,"he has a new found appreciation for his own house bathroom and kitchen.",4,4,1,"Exp3_P479",1
"3753","last","3B",5.22,"Blair Hill","book",1,0,0,"he discovered as most authors do that there is more to being a professional writer than hitting the best seller's list. The world is filled with one-hit wonders that struggled to achieve the same level of quality and creativity again and again. It is that consistency that builds a solid reputation and one can hope that Hill manages to create a path that will lead to a long-term career in writing. ",2,3,4,"Exp3_P700",0
"3754","last","3B",1.24,"Brian King","animals",1,0,0,"he quickly felt the full load of responsibility for the lives of the local cat population. So many people in the community have been willing no eager to lend a helping hand and that has made a huge difference. But there are days particularly during kitten season when trying to keep with it all is overwhelming. The importance of the Trap-Neuter-Return program and continued support of the community cannot be underestimated if they are to continue to tackle the overpopulation problem. ",2,2,2,"Exp3_P700",0
"3755","last","3B",5.86,"Elisha Moore","politics",0,1,0,"she met with her staff to regroup and tighten their focus on what needs to be done to build on the momentum they are currently experiencing. It's not an easy time because so many people have grown skeptical of politicians but Moore has a solid reputation and the key right now is to keep hammering away on their platform and vision for the future. ",2,2,2,"Exp3_P700",0
"3756","last","3B",3.75,"Quinn Parker","athlete",1,0,0,"he knows he is at a critical point in his training right now because he has to balance recuperative time with preparing for the additional races. Still he is on a high and energized to see just how far he can go and there are a lot of people cheering for him to break more records. With a little luck and proper planning he'll do just that. ",3,2,4,"Exp3_P700",0
"3757","last","3B",6.78,"Rebecca Wright","meals",0,1,0,"to ensure their clients receive the food and resources they need to make it through the holiday season. While donations continue to pour in the one area that they continue to struggle with is attracting enough volunteers to fill the gaps. One idea she plans to pursue is to try and get local businesses to make volunteering a company project as a way of supporting the community and building team spirit. ",1,2,2,"Exp3_P700",0
"3758","last","3B",4.34,"Riley Cook","science",1,0,0,"he hoped to attract more interest and financial support for his work. There are so many problems in the world and so many people in need all reaching for ever-shrinking funds. But he remains confident that funding will remain steady so that he can carry out the full scope of the project.  ",3,2,4,"Exp3_P700",0
"3759","last","3B",2.41,"Tommie Smith","album",0,0,1,"it's exciting and gratifying for sure but now I'm ready to get back to writing and into the studio. I love the creative process and it's an added bonus that the public seems to enjoy the end product. ",3,3,4,"Exp3_P700",0
"3760","last","1A",2.12,"Chris Miller","science",1,0,0,"he was met with disbelief from many of his peers and the general public who believed that preschool children were too young to such advanced mathematical processing. ",2,1,1,"Exp3_P776",0
"3761","last","1A",5.59,"Jodie Parker","book",0,1,0,"her fame grew as the book became popular especially among young people in America. ",2,2,3,"Exp3_P776",0
"3762","last","1A",4.73,"Kerry Baker","album",0,0,1,"it is due to the fact that the music evokes strong emotions in it's listeners. ",2,3,3,"Exp3_P776",0
"3763","last","1A",6.73,"Mary Cooper","athlete",0,1,0,"she is excited about being able to set the bar even higher as long as her health holds up. ",3,2,3,"Exp3_P776",0
"3764","last","1A",1.21,"Matthew Smith","animals",1,0,0,"He has been able to help a lot of cats and kittens in his area and he is glad for the impact he is made. ",2,3,2,"Exp3_P776",0
"3765","last","1A",3.61,"Stevie White","politics",1,0,0,"the support for his campaign grew and he is on track to win the election. ",3,2,2,"Exp3_P776",0
"3766","last","1A",4.22,"Taylor Wright","meals",0,1,0,"she has been able to positively impact many people around the holidays which can be a hard time for those without stable housing.",1,1,2,"Exp3_P776",0
"3767","last","3B",5.22,"Blair Hill","book",0,1,0,"She was able to quit her job in retail and work on writing full time. It has been a dream come true for her and her family. She still returns to retail stores to observe people interacting she finds this helps her create realistic characters.",3,1,2,"Exp3_P860",NA
"3768","last","3B",1.24,"Brian King","animals",1,0,0,"King hopes that  through his efforts there will come a day when there are no feral cat communities just cats in loving homes. ",1,1,1,"Exp3_P860",NA
"3769","last","3B",5.86,"Elisha Moore","politics",1,0,0,"Moore's poll numbers saw a dramatic rise after his town hall event. The community is really excited about this candidate and are hoping that he wins the election. ",2,2,3,"Exp3_P860",NA
"3770","last","3B",3.75,"Quinn Parker","athlete",0,0,1,"You never know the outcome of a race. Each race you just have to give it your all .",2,2,2,"Exp3_P860",NA
"3771","last","3B",6.78,"Rebecca Wright","meals",0,1,0,"Wright has really grown to know the community that she serves and now cannot imagine doing anything else. She says that when she started this journey to give back she never realized how much should would receive in return. ",2,2,1,"Exp3_P860",NA
"3772","last","3B",4.34,"Riley Cook","science",1,0,0,"While Cook enjoys analyzing the statistical results he also loves getting to interact with these young participants. Cook hopes that his own child will participate in the study when she is 4. ",2,1,2,"Exp3_P860",NA
"3773","last","3B",2.41,"Tommie Smith","album",0,0,1,"I am so surprised and honored that others love the song. I wrote it after trying to teach my little girl what love is. ",3,2,3,"Exp3_P860",NA
"3774","last","1B",5.22,"Blair Campbell","politics",0,1,0,"she went one to run a successful election. The reason she was able to attract such a diverse collection of her supporters was a down to earth relatable personality  not seen by previous competitors. ",2,1,1,"Exp3_P806",NA
"3775","last","1B",1.24,"Brian Walker","athlete",1,0,0,"he is already thankful for the 6 victories he has received. Seventh and eighth medals would be amazing but he has been lucky to have not suffered any injuries thus far and will not push himself past his limits.",3,1,5,"Exp3_P806",NA
"3776","last","1B",5.86,"Elisha Collins","book",0,1,0,"her inspiration for the song comes from the love she has received from her friends and family. Without their support she would not have been able to achieve her dreams and reach this level of success.",1,1,2,"Exp3_P806",NA
"3777","last","1B",3.75,"Quinn Young","album",1,0,0,"he went on to do a book tour and has had to quit his job in retail. Young hopes to continue to have a successful career in writing and already has an idea for his next novel. ",1,1,1,"Exp3_P806",NA
"3778","last","1B",6.78,"Rebecca Bell","animals",0,1,0,"she felt compelled to do more to help the humane treatment of cats in her community. She built a public reputation for the organization which has led to its steady stream of donations.",1,1,1,"Exp3_P806",NA
"3779","last","1B",4.34,"Riley Hill","meals",1,0,0,"he has learned a lot more about the struggles this population faces. He hope to create more community among those he serves through his program. ",1,1,1,"Exp3_P806",NA
"3780","last","1B",2.41,"Tommie Brown","science",1,0,0,"he discuss the limitations of neuroimaging when using such a small sample size. Brown hopes to expand his research in the coming years.",2,1,1,"Exp3_P806",NA
"3781","last","1C",6.24,"Ashley Cook","book",1,0,0,"he achieved great success with many people liking the book and finding it thought provoking.",2,3,3,"Exp3_P579",1
"3782","last","1C",2.61,"Emerson Moore","meals",0,0,1,"many families who wouldn't have had a holiday meal do now thanks to Moore.",1,4,2,"Exp3_P579",1
"3783","last","1C",6.82,"Emily Ward","album",1,0,0,"he's doing a new take on the genre and is making good music.",3,2,3,"Exp3_P579",1
"3784","last","1C",5.34,"Jackie Turner","animals",0,0,1,"they have saved many many cats and will continue to do so hoping to save even more.",1,3,4,"Exp3_P579",1
"3785","last","1C",1.28,"James Green","science",1,0,0,"he said that he would continue his research on thise same kids to see how their brians developed.",3,2,2,"Exp3_P579",1
"3786","last","1C",4.39,"Jessie Brooks","athlete",1,0,0,"he's just happy that he's not injured and that he'll just keep running.",2,1,3,"Exp3_P579",1
"3787","last","1C",3.87,"Reese King","politics",1,0,0,"many attendes praised him with their support and said that he had a solid plan to help city thrive.",2,2,1,"Exp3_P579",1
"3788","last","2B",5.22,"Blair Young","animals",0,1,0,"she began advocating more for the trap-neuter-release program at The County Cat Rescue.",2,2,1,"Exp3_P457",0
"3789","last","2B",1.24,"Brian Wright","science",1,0,0,"he indicated that more longitudinal studies on the same study participants would be conducted in the future.",2,2,2,"Exp3_P457",0
"3790","last","2B",5.86,"Elisha Bell","book",0,1,0,"Bell was thrust into the publishing limelight with her insightful look into the human condition.",4,2,4,"Exp3_P457",0
"3791","last","2B",3.75,"Quinn Brooks","politics",0,0,1,"attendees were even more enthusiastic about the upcoming mid-term elections. ",3,3,4,"Exp3_P457",0
"3792","last","2B",6.78,"Rebecca King","album",0,1,0,"She never expected such high acclaim for her 3rd release and hopes people enjoy her newest record.",4,4,4,"Exp3_P457",0
"3793","last","2B",4.34,"Riley Campbell","athlete",0,1,0,"as long as her health continues to hold out she plans to continue running races this year.",3,2,4,"Exp3_P457",0
"3794","last","2B",2.41,"Tommie Hill","meals",0,0,1,"more attention and assistance has been heaped on the need for feeding the needy in the community.",2,2,3,"Exp3_P457",0
"3795","last","2C",6.24,"Ashley Walker","science",0,1,0,"She concluded that the children's brain capacity for math learning was inconclusive long-term because the children led different lives and life experiences impacted their ability to solve math problems deteriorated more in some but were bolstered in others based on their choices and life experiences as they got older and matured more.",4,2,1,"Exp3_P626",1
"3796","last","2C",2.61,"Emerson Green","athlete",0,0,1,"I hope my body still is feeling as good as it did following my sixth medal.  Assuming that it does I think I can do it in fact I know I can do it as long as I am able to avoid injury and keep my body and mind right through it all.",1,1,1,"Exp3_P626",1
"3797","last","2C",6.82,"Emily Baker","animals",0,1,0,"She has had an overwhelming level of support from the community in addition to finding plenty of good homes for the kittens that were rescued or donated by people that could not care for them.  The organization has also been paramount in reducing the feral cat population in the community through her spay/neuter and return program for the feral cats to return to their habitats but not able to add to the population.",1,1,1,"Exp3_P626",1
"3798","last","2C",5.34,"Jackie White","meals",0,1,0,"to help homeless people and people that are impoverished get a good Thanksgiving dinner at no charge of course.  She also will be working hard on helping people in trying times to get back on their feet through a solid support system to get these people clothing and transportation to be able to get jobs and get homes of their own.",1,1,1,"Exp3_P626",1
"3799","last","2C",1.28,"James Miller","politics",1,0,0,"he went out and shook hands with as many attendees as he could.  He then hit the trail hard trying to rally support among individual voters and to elicit excitement for his campaign since plenty of people are talking about him already this time around.  He understands he has a tall mountain to climb since he is going up against the incumbent which isn't always easy to do.",2,3,1,"Exp3_P626",1
"3800","last","2C",4.39,"Jessie Cook","book",0,1,0,"She was able to quit her retail job and write full-time with the proceeds that she received from Doorways.  She was able to buy a good house that made her feel proud about herself and her writing skills.  She had four more bestsellers before she decided to take a hiatus from writing and went back to school to get her Master's in Business Administration and be her own boss.",1,1,1,"Exp3_P626",1
"3801","last","2C",3.87,"Reese Parker","album",0,0,1,"This has truly been an album that I am proud of and will look back on and say to myself 'that's where I forged my own path in life'.  I will not take it all for granted and am looking forward to the rest of the tour.  I love my fans and look forward to giving them all one heck of a show!",1,1,1,"Exp3_P626",1
